id seccion,nombre seccion,id circuito,nombre circuito,escuela,mesas,desde,hasta,electores,31
1,CAPITAL,6,ALTO GRAL PAZ,ESC TENIENTE GRAL ARAMBURU - GARIBALDI B°ALTO GRAL PAZ 710,9,564,572,2951,
6,GRAL SAN MARTIN,79,LA PLAYOSA,ESC.PROV. 25 DE MAYO - LA PLAYOSA,9,4355,4363,2905,
12,PUNILLA,158C,VILLA SANTA CRUZ DEL LAGO,IPEM N° 332 - LOS TALAS ESQ. LAS ROSAS,9,5678,5686,2881,
5,GENERAL ROCA,72,VILLA VALERIA,ESC.PROV.J.CROTTO - VILLA VALERIA,9,4311,4319,2778,
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PROV DE SGO DEL ESTERO - CALLE 49S/N,8,1596,1603,2776,
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MUNIC ALICIA MOREAU DE JUS - PILCOMAYO S/N°,8,1614,1621,2776,
1,CAPITAL,11G,PARQUE REPUBLICA,ESC PRIMER TTE AVILA - QUINCHAN 1070,8,1927,1934,2776,
1,CAPITAL,13J,VILLA AZALAIS,ESC MUNIC J A PAREDES - FCO DEL PRADO 3900,8,2840,2847,2776,
3,COLON,41,VILLA ALLENDE,INSTITUTO PAULA A.DE SARMIENTO - LAPRIDA/GONZALEZ,8,3983,3990,2776,
13,RIO CUARTO,188,RIO CUARTO,ESC ALTE BROWN - RIO QUINTO 660,8,6164,6171,2776,
1,CAPITAL,11L,COUNTRYS DEL OESTE,INST.MARIA DE NAZARET - LOS ALAMOS 1111,8,2118,2125,2772,
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC COM R ECHEGOYEN - J I DIAZ 200,8,201,208,2768,
1,CAPITAL,7E,MARQUES DE SOBREMONTE,JOSE LUIS SERCIC - PEREZ CORREA 1500,8,820,827,2768,
1,CAPITAL,10G,OBSERVATORIO,ESC ADOLFO SALDIAS - BOLIVAR 896,8,1461,1468,2768,
3,COLON,41,VILLA ALLENDE,IPEM 130 RAUL DEL LLANO - DERQUI 635,8,4028,4035,2768,
6,GRAL SAN MARTIN,89,VILLA MARIA,CENMA N° 96 - SANTA FE 643,8,4579,4586,2768,
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.EL GRAN CAPITAN - SARMIENTO 25,8,4747,4754,2768,
12,PUNILLA,148,CAPILLA DEL MONTE,ESC GRAL JOSE DE SAN MARTIN - SARMIENTO 380,8,5241,5248,2768,
12,PUNILLA,156,VILLA CARLOS PAZ,PRIMARIO JOSE DE SAN MARTIN - AMEGHINO Y BALCARCE,8,5539,5546,2768,
12,PUNILLA,156,VILLA CARLOS PAZ,ESC RICARDO BERNABE FERNANDEZ - LAS MARGARITAS 255-VA INDEPENDENCIA,8,5574,5581,2768,
12,PUNILLA,157,SANTA MARIA,INST. SEC. ORIENTACION REGIONA - VILLA BUSTOS,8,5645,5652,2768,
13,RIO CUARTO,188,RIO CUARTO,ESCUELA PIAS - BV GRAL ROCA 701,8,6269,6276,2768,
17,ROQUE SAENZ PEÑA,248,LABOULAYE,COLEGIO SAN JOSE - RIVADAVIA 245,8,6816,6823,2768,
1,CAPITAL,3,SECCIONAL TERCERA,ESC SANTO TOMAS - CASEROS 745,8,92,99,2760,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNICIPAL DR A SABATTINI - DIEGO DE PACHECO 4900,8,2289,2296,2760,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNIC DR ARTURO H ILLIA - CHIRINO DE POSADAS ESQ.MAGUNA 4600,8,2297,2304,2760,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,CENTRO EDUC.ING.REGINO M.MADER - CHIRINO DE POSADAS 5400,8,2312,2319,2760,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,POETA OSCAR GUIÑAZU ALVAREZ - ASTURIAS 3345,8,2320,2327,2760,
1,CAPITAL,13F,NUEVA ITALIA,ESC SGTO CABRAL - P DE LEDESMA 1755,8,2630,2637,2760,
1,CAPITAL,13G,PARQUE LICEO,ESC. PRIMARIA EVA DUARTE - BARTOLOME HIDALGO 1140,8,2690,2697,2760,
21,SANTA MARIA,316,ALTA GRACIA,ESC VICTOR MERCANTE - ANATOLE FRANCE 360,8,7695,7702,2760,
21,SANTA MARIA,316,ALTA GRACIA,ESC REPUBLICA ITALIANA - COLEGIO 127 LALAHENES,8,7745,7752,2760,
23,TERCERO ARRIBA,348,RIO TERCERO,COLEGIO C SAAVEDRA LAMAS - HILARIO CUADROS Y EDMUNDO CARTOS S/N,8,8245,8252,2760,
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC. DE COM. D. DE ROJAS - VILLA GRAL.BELGRANO,8,3316,3323,2759,
1,CAPITAL,8B,PUEYRREDON,INST OBISPO CAIXAL - ANA M JANER 1250,8,919,926,2752,
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC EJERCITO ARGENTINO - LA RIOJA 3453,8,2085,2092,2752,
1,CAPITAL,13H,PATRICIOS,ESC PARROQUIAL SAN ROQUE - USANDIVARAS 2050,8,2725,2732,2752,
20,SAN JUSTO,305,PORTEÑA,INST BERNARDINO RIVADAVIA - PORTEÑA,8,7471,7478,2752,
21,SANTA MARIA,316,ALTA GRACIA,ESCUELA MANUEL SOLARES - ESPAÑA 26,8,7780,7787,2752,
21,SANTA MARIA,316,ALTA GRACIA,ESC SANTIAGO DE LINIERS - ,8,7797,7804,2752,
1,CAPITAL,9D,POETA LUGONES,COL EL SALVADOR - RAUL CASARIEGO 4479,8,1093,1100,2744,
1,CAPITAL,12F,JOSE HERNANDEZ,ESC EJERCITO ARGENTINO - CASTAÑARES  470,8,2385,2392,2744,
12,PUNILLA,150,COSQUIN,IPEM N°157-PTE SARMIENTO - P CARRANZA 940,8,5295,5302,2744,
12,PUNILLA,150,COSQUIN,ESC NORMAL SUP R SAENZ PEÑA - SAN MARTIN 394,8,5303,5310,2744,
19,SAN JAVIER,268,DOLORES,ESC C CENTENARIO-IPEM N° 146 - PEDRO C MOLINA 145,8,7064,7071,2744,
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESC MARIANO MORENO - SAN JUAN - SUR 1.090 - SAN JUAN,8,5123,5130,2742,
1,CAPITAL,14L,VILLA BELGRANO,ESC   NUEVA JUAN MANTOVANI - AVOGADRO Y GAUSS,8,3160,3167,2740,
1,CAPITAL,11D,LOS NARANJOS,ESC   SANTISIMA TRINIDAD - BLAMEY LAFORE 1248,8,1847,1854,2736,
1,CAPITAL,12A,CARCANO,ESC.MA.DEL TRANSITO CABANILLAS - CNO.SAN ANDRES/RUIZ HUIDOBRO,8,2176,2183,2736,
1,CAPITAL,12B,COLON,ESC JUAN LARREA - LUIS BRAILE 2273,8,2221,2228,2736,
1,CAPITAL,12B,COLON,INST MANUEL BELGRANO - LUIS BRAILE 2384,8,2239,2246,2736,
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MARTIN DE GÜEMES - MONTUFAR Y CORONADO 7126,8,2971,2978,2736,
3,COLON,28,CALERA,ESC ELADIO DIEZ - ALVEAR ESQ SARMIENTO,8,3428,3435,2736,
3,COLON,28,CALERA,IPEM N° 73 - REP DE CHILE ESQ GRAL CABRERA,8,3436,3443,2736,
13,RIO CUARTO,189,SAMPACHO,INSTPABLO ANTONIO PIZZURNO - SAMPACHO,8,6315,6322,2736,
20,SAN JUSTO,291,FREYRE,COL STA TERESITA DEL N JESUS - BV 12 DE OCTUBRE 681,8,7306,7313,2736,
1,CAPITAL,13D,JARDIN ARENALES,ESC MUNIC J GONZALEZ - CINCO S/N° ARENALES,8,2609,2616,2733,
22,SOBREMONTE,335,CHAÑAR,I.P.E.T. N°17 - CHAÑAR,8,7971,7978,2733,
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MUNIC RAUL V MARTINEZ - NILO PECANHA S/N,8,2979,2986,2730,
13,RIO CUARTO,184,MOLDES,IPEM N°94 DOLORES L DE LAVALLE - MOLDES,8,5982,5989,2730,
1,CAPITAL,5I,COLINAS DEL SUR,ESCUELA HEROES DE MALVINAS - CALLE PUBLICA S/N (CNO VILLA POSSE),8,549,556,2728,
3,COLON,29,COLONIA CAROYA,ESCUELA M. MORENO - JUSTINIANO CELIZ HEREDIA 650,8,3565,3572,2728,
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.BME.MITRE - MITRE 1147,8,4603,4610,2728,
17,ROQUE SAENZ PEÑA,252,LEVALLE,ESC DR VIRGILIO BARBALATO - CARLOS PELLEGRINI 331,8,6857,6864,2728,
16,RIO SEGUNDO,235,LAGUNA LARGA,ESC BERNARDINO RIVADAVIA - RIVADAVIA 66,8,6546,6553,2726,
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,INST. SEC. JUAN M. E ROSAS - CAMILOTTI ESQ SANTIBAÑEZ,8,2026,2033,2720,
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.J.M.PAZ - CABRERA,8,4775,4782,2720,
20,SAN JUSTO,298,LAS VARILLAS,ESC BERNARDINO RIVADAVIA - INDEPENDENCIA 294,8,7384,7391,2720,
1,CAPITAL,10E,ESTACION FLORES,ESC PADRE BURON - AVIADOR MIRA 2658,8,1344,1351,2718,
1,CAPITAL,12,AVELLANEDA,ESC CONSTANCIO C VIGIL - J.LLERENA 5561,8,2152,2159,2718,
15,RIO SECO,229,VILLA DE MARIA,ESC JOSE DE SAN MARTIN - RIVADAVIA 768,8,6506,6513,2715,
12,PUNILLA,153,LA CUMBRE,INSTITUTO GRAL SAN MARTIN - 9 DE JULIO 564,8,5376,5383,2713,
13,RIO CUARTO,161,ADELIA MARIA,ESC GENERAL SAN MARTIN - SARMIENTO 98,8,5724,5731,2713,
1,CAPITAL,9F,SAN MARTIN,COL NTRA SEÑORA DE LA MERCED - ZELAYA 140,8,1172,1179,2712,
1,CAPITAL,11M,VALLE ESCONDIDO,ESC.S TURISMO Y HOT.M.PACHECO - AV.CARCANO 3590,8,2126,2133,2712,
12,PUNILLA,156D,SAN ANTONIO DE ARREDONDO,IPEM 348 - RUTA 14 Y CNO A LAS JARILLAS,8,5619,5626,2712,
14,RIO PRIMERO,220,VILLA SANTA ROSA,INSTITUTO EL SALVADOR - SANTA ROSA,8,6464,6471,2712,
1,CAPITAL,7D,COFICO,ESC PCIA DE FORMOSA - RODRIGUEZ PEÑA 1548,8,769,776,2703,
13,RIO CUARTO,166,BERROTARAN,ESC VICTOR MERCANTE - FRAY MAMERTO ESQUIU 25,8,5847,5854,2696,
3,COLON,38,SALSIPUEDES,INST SECUNDARIO SALSIPUEDES - AV BELGRANO 178,8,3834,3841,2688,
12,PUNILLA,152,HUERTA GRANDE,ESC BERNARDINO RIVADAVIA - HUERTA GRANDE,8,5336,5343,2687,
23,TERCERO ARRIBA,340,HERNANDO,ESC LA STMA TRINIDAD - COLON 102,8,8051,8058,2685,
5,GENERAL ROCA,70,VILLA HUIDOBRO,INST. DE LOS SAGRADOS CORAZONE - SANTA MARI JOSEFA ROSSELLO 250,8,4295,4302,2684,
1,CAPITAL,14J,URCA,INST SEC REPUBLICA DE ITALIA - DONACIANO DEL CAMPILLO 851,8,3141,3148,2680,
13,RIO CUARTO,160,ACHIRAS,ESC DOMINGO FAUSTINO SARMIENTO - ACHIRAS,8,5704,5711,2680,
13,RIO CUARTO,183,VICUÑA MACKENNA,ESC GUIDO SPANO - SARMIENTO - CENTRO 672 - SARMIENTO,8,5955,5962,2680,
1,CAPITAL,4F,CIUDAD OBISPO ANGELELLI,NSC.OSCAR RAUL MALVASIO - MANZANA 49,8,314,321,2679,
1,CAPITAL,14O,VILLA 9 DE JULIO,ESC NIÑAS DE AYOHUMA - VALERIO BETA 7300,8,3232,3239,2678,
1,CAPITAL,14N,VILLA CORNU,ESC MUNIC DR HORACIO GARCIA - PUBLICA S/N°,8,3203,3210,2675,
4,CRUZ DEL EJE,55,SERREZUELA,ESC.PROV.B.RIVADAVIA - AVDA. MALVINAS ARGENTINAS,8,4194,4201,2675,
1,CAPITAL,9B,LAS MARGARITAS,ESC   RICARDO ROJAS - J.LOPEZ 2050,8,1028,1035,2672,
12,PUNILLA,159,VALLE HERMOSO,IPEM N° 335 - GOBERNADOR NUÑEZ 73,8,5687,5694,2672,
1,CAPITAL,14K,VILLA ALLENDE PARQUE,ESC MUNIC DR RAUL FERNANDEZ - 12 Y 14 VILLA ALLENDE PQUE,8,3149,3156,2662,
2,CALAMUCHITA,24,RUMIPAL,ESC PROV PRIMERA JUNTA - AMADEO SABATTINI 143,8,3345,3352,2662,
1,CAPITAL,4C,INAUDI,IPEN 310- PUERTO ARGENTINO - LUDUEÑA Y SARGENTO RIOS,8,291,298,2656,
1,CAPITAL,9A,LA FRANCE,COL PQUIAL C NAMUNCURA - DIAGUITAS 3314,8,1020,1027,2656,
14,RIO PRIMERO,218,RIO PRIMERO,EX-ESCUELA N°279 - PABLO ROBERT 182,8,6428,6435,2656,
14,RIO PRIMERO,218,RIO PRIMERO,ESC GRAL JOSE DE SAN MARTIN - CORRIENTES   LUCHI 251,8,6436,6443,2654,
9,MARCOS JUAREZ,134,MONTE BUEY,ESC JOSE MANUEL ESTRADA - MONTE BUEY,8,5143,5150,2648,
8,JUAREZ CELMAN,118,UCACHA,ESC.PROV.J.B.ALBERDI - UCACHA,8,4893,4900,2641,
21,SANTA MARIA,323,DESPEÑADEROS,ESC PROV 25 DE MAYO - CONGRESO 235,8,7876,7883,2641,
23,TERCERO ARRIBA,341,JAMES CRAIK,ESC PROV J M SALGUEIRO - JAMES CRAIK,8,8065,8072,2641,
13,RIO CUARTO,177,LAS ACEQUIAS,ESC LEONILA DE LAS M LEMOS - MAIPU NORTE 535,8,5907,5914,2638,
3,COLON,30,COLONIA TIROLESA,ESC PROV DR PABLO RUEDA - PUBLICA S/N,8,3585,3592,2635,
1,CAPITAL,9,ESCOBAR,ESC PROVINCIA DE CORRIENTES - DOMINGO ZIPOLI 1358,8,995,1002,2632,
25,TULUMBA,364,LA DORMIDA,ESC.PROV.F.N.LAPRIDA - FACUNDO QUIROGA 564,8,8340,8347,2632,
23,TERCERO ARRIBA,349,TANCACHA,ESC GRAL JOSE DE SAN MARTIN - SARMIENTO 1076,8,8260,8267,2616,
26,UNION,393,NOETINGER,ESCUELA LEANDRO N ALEM - NOETINGER,8,8582,8589,2608,
1,CAPITAL,4E,NUESTRO HOGAR III,"ESC.SABIN - DDE.CMO.S.ANTONIO KM 7 1/2,1KM.AL O.",8,306,313,2596,
7,ISCHILIN,99,QUILINO ESTACION,ESC.PROVINCIA DE BS.AIRES - MARIANO MORENO 220,8,4729,4736,2592,
15,RIO SECO,228,SEBASTIAN ELCANO,ESC.PROV. CNEL. A.H.CARPANI - MAESTRO PIÑA 279,8,6498,6505,2589,
4,CRUZ DEL EJE,54,SAN MARCOS SIERRAS,ESC PROV PTE ROQUE SAENZ PEÑA - LIBERTAD 1043,8,4185,4192,2555,
1,CAPITAL,12I,CIUDAD DE MIS SUEÑOS,ESC. PRIMARIA MARIA SALEME - RUTA 9 KM 690,8,2482,2489,2535,
9,MARCOS JUAREZ,132,LOS SURGENTES,ESC GENERAL SAN MARTIN - LOS SURGENTES,8,5066,5073,2477,
14,RIO PRIMERO,213,OBISPO TREJO,ESCUELA R.GUTIERREZ - GENERAL PAZ 788,8,6411,6418,2467,
16,RIO SEGUNDO,244,SANTIAGO TEMPLE,ESC CORONEL PRINGLES - SANTIAGO TEMPLE,8,6743,6750,2448,
1,CAPITAL,5C,EMPALME,ESC JUAN M DE PUEYRREDON - ANCASTI 4555,7,408,414,2429,
1,CAPITAL,10F,MATIENZO,ESC REPUBLICA ARGENTINA - SAN CAYETANO Y BRAILE,7,1394,1400,2429,
1,CAPITAL,12G,ITUZAINGO,ESC PRIMARIA CARLOS M DE ALVEA - VUCETICH 6410,7,2417,2423,2429,
12,PUNILLA,157,SANTA MARIA,ESC JUAN BAUTISTA AZOPARDO - SARMIENTO VILLA BUSTOS 59,7,5638,5644,2428,
1,CAPITAL,11A,ALTO ALBERDI,ESC BLAS PARERA - MONS DE ANDREA 1044,7,1709,1715,2427,
1,CAPITAL,10F,MATIENZO,ESC MIGUEL A ZABALA ORTIZ - DIAZ DE LA FUENTE 3101,7,1401,1407,2423,
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC ERNESTO BANCALARI - MONTERROSO 4597,7,187,193,2422,
1,CAPITAL,4A,PUEBLO LAS FLORES,ESC ALMAFUERTE - CHANETON 390,7,194,200,2422,
1,CAPITAL,7E,MARQUES DE SOBREMONTE,IPEM 338 - FRANCISCO SUAREZ 3760,7,828,834,2422,
1,CAPITAL,11E,LOS PLATANOS,ESC A CAPDEVILA - ALBERTO WILLIAMS ESQ.LOS PLATANOS,7,1879,1885,2422,
1,CAPITAL,12H,LOS CERVECEROS,ESC JOSE M ESTRADA - AV B DE O HIGGINS KM 8 1/2,7,2467,2473,2422,
13,RIO CUARTO,162,ALCIRA,ESC JOSE MARIA PAZ - GRAL ROCA 643,7,5732,5738,2422,
16,RIO SEGUNDO,240,PILAR,ESC JUAN BAUTISTA BUSTOS - PILAR,7,6646,6652,2418,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNIC DOMINGO F SARMIENTO - MANZANA 63,7,2305,2311,2415,
1,CAPITAL,13G,PARQUE LICEO,ESC MUNIC GDOR A ZANICHELLI - STORNI S/N,7,2683,2689,2415,
1,CAPITAL,13I,SAN JORGE,ESC MUNIC JORGE LUIS BORGES - QUINTA SAN JORGE,7,2750,2756,2415,
1,CAPITAL,13I,SAN JORGE,ESC MUNIC DR ALFREDO ORGAZ - PUBLICA S/N,7,2757,2763,2415,
1,CAPITAL,14A,ARGUELLO NORTE,ESC JAVIER VILLAFAÑE - MANUEL CALVIÑO ESQ MARIMON,7,2964,2970,2415,
3,COLON,33,JESUS MARIA,COL.NTA.SRA. DEL HUERTO - JESUS MARIA,7,3680,3686,2415,
8,JUAREZ CELMAN,102,ALEJANDRO,ESC.MISIONEROS SALESIANOS - ALEJANDRO,7,4755,4761,2415,
16,RIO SEGUNDO,245,VILLA DEL ROSARIO,ESC SUP DE COM JOSE M PAZ - VILLA DEL ROSARIO,7,6773,6779,2415,
21,SANTA MARIA,316,ALTA GRACIA,INST SUP ANGLO AMERICANO - BV CARLOS PELLEGRINI 637,7,7719,7725,2415,
23,TERCERO ARRIBA,344,OLIVA,ESC PROV BARTOLOME MITRE - ALVEAR 320,7,8088,8094,2410,
9,MARCOS JUAREZ,123,CAMILO ALDAO,IPEM N°151 J URBIZU - BV JOSE M ALDAO 1160,7,4944,4950,2409,
1,CAPITAL,4B,VILLA REVOL,COL 20 DE JUNIO - BV DEL COMERCIO 835,7,239,245,2408,
1,CAPITAL,8B,PUEYRREDON,ESC FRAY J A DE SAN ALBERTO - ESQUIU 1340,7,912,918,2408,
1,CAPITAL,9C,LOS PARAISOS,ESC JUVENILIA - ZARATE 2083,7,1072,1078,2408,
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,COLEGIO ARGENTINO GERMANO - LOS INCAS 171,7,3324,3330,2408,
7,ISCHILIN,95,DEAN FUNES,ESC.AMANDA SUAREZ CORDOBA - SANTA ROSA ESQ. AMADEO SABATTINI,7,4718,4724,2408,
12,PUNILLA,154,LA FALDA,ESC JOSE MARIA PAZ - HIPOLITO YRIGOYEN 431,7,5391,5397,2408,
5,GENERAL ROCA,61,HUINCA RENANCO,COLEGIO NAC. L.V.MANSILLA - SAN MARTIN 650,7,4262,4268,2405,
20,SAN JUSTO,305,PORTEÑA,ESC PROV 9 DE JULIO - PORTEÑA,7,7479,7485,2403,
1,CAPITAL,1,SECCIONAL PRIMERA,CENTRO EDUC.NIVEL MEDIO ADULTO - DEAN FUNES 417,7,1,7,2401,
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC E BAQUERO LASCANO - HUMBERTO 1° ESQ IROS VILLA URQUIZA,7,2093,2099,2401,
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC JUAN B JUSTO - IGUALDAD 4100,7,2100,2106,2401,
1,CAPITAL,11K,VILLA GRAL URQUIZA,COL MADRE PAULA MONTAL - HUMBTO PRIMO Y FALUCHO,7,2107,2113,2401,
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC BRIG JUAN I DE S MAR - BRAGADO/TRENQUE LAUQUEN,7,2367,2373,2401,
1,CAPITAL,12F,JOSE HERNANDEZ,COL.JOVENES ARGENTINOS - BOTAFOGO J.ESPINOSA 3448,7,2393,2399,2401,
12,PUNILLA,154,LA FALDA,ESC NICOLAS AVELLANEDA - PROGRESO 399,7,5419,5425,2401,
19,SAN JAVIER,268,DOLORES,ESC MANUEL BELGRANO - AV BELGRANO 1399,7,7048,7054,2401,
13,RIO CUARTO,189,SAMPACHO,INSTITUTO LA CONSOLATA - HIPOLITO IRIGOYEN 482,7,6301,6307,2395,
1,CAPITAL,12B,COLON,ESC BARTOLOME HIDALGO - TEJEDOR 1958,7,2214,2220,2394,
1,CAPITAL,12F,JOSE HERNANDEZ,ESCUELA ADVENTISTA HECTOR RHYS - TANINGA 3152,7,2410,2416,2394,
1,CAPITAL,14L,VILLA BELGRANO,ESC   RICARDO PALMA - D ALEMBERT Y GAUSS,7,3168,3174,2394,
9,MARCOS JUAREZ,133,MARCOS JUAREZ,ESCUELA BARTOLOME MITRE - HIPOLITO YRIGOYEN,7,5131,5137,2394,
13,RIO CUARTO,189,SAMPACHO,ESC SAN MARTIN - SAMPACHO,7,6308,6314,2394,
23,TERCERO ARRIBA,336,ALMAFUERTE,IPEM N° 299-DR S E NAUMCHIK - SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,7,8003,8009,2394,
17,ROQUE SAENZ PEÑA,252,LEVALLE,ESC GRAL NICOLAS LEVALLE - BERNARDINO ANCE 601,7,6850,6856,2388,
1,CAPITAL,10J,SANTA ISABEL,ESC MUNIC FERNANDEZ ORDOÑEZ - OLAVARRIA S/N°,7,1560,1566,2387,
1,CAPITAL,10J,SANTA ISABEL,ESC.OSVALDO JORGE LEON - COLORADO ESQ LUAYABA,7,1567,1573,2387,
3,COLON,37,RIO CEBALLOS,ESC.CONSTANCIO C. VIGIL - Primero de MAYO 112,7,3825,3831,2387,
13,RIO CUARTO,184,MOLDES,ESC NICOLAS AVELLANEDA - MOLDES,7,5990,5996,2387,
20,SAN JUSTO,296,LASPIUR,IPEM N°287-L LUGONES - LASPIUR,7,7347,7353,2386,
1,CAPITAL,5I,COLINAS DEL SUR,ESC.PTE. JUAN D.PERÓN - MANZANA 47,7,557,563,2383,
20,SAN JUSTO,298,LAS VARILLAS,ESCUELA GRAL PAZ - BUENOS AIRES 460,7,7377,7383,2381,
26,UNION,394,ORDOÑEZ,ESCUELA AMADEO AUCHTER - CALLE 10 N°119,7,8590,8596,2381,
1,CAPITAL,13C,GENERAL BUSTOS,ESC CRISTO REY - CURA BROCHERO 753,7,2579,2585,2380,
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESC.REP.DE BOLIVIA - D.FUNES 1250,7,4648,4654,2380,
8,JUAREZ CELMAN,106,CABRERA,ESC.FRAY PIO BENTIVOGLIO - MAIPU 962,7,4783,4789,2380,
14,RIO PRIMERO,220,VILLA SANTA ROSA,INST DEL SANTISIMO ROSARIO - SAN MARTIN 756,7,6450,6456,2380,
16,RIO SEGUNDO,235,LAGUNA LARGA,ESC NARCISO LAPRIDA - NARCISO LAPRIDA S/N,7,6554,6560,2380,
21,SANTA MARIA,316A,ANIZACATE,ESC VICENTE LOPEZ Y PLANES - ANIZACATE,7,7816,7822,2380,
12,PUNILLA,152A,VILLA GIARDINO,IPEM N° 339 - LOS COCOS ESQ PEPERINA,7,5354,5360,2377,
8,JUAREZ CELMAN,106,CABRERA,ESC.PROV.E.F.OLMOS - 20 DE SEPTIEMBRE 584,7,4790,4796,2374,
1,CAPITAL,7G,PANAMERICANO,ESC GOBERNADOR MANUEL LOPEZ - URQUIZA 4800,7,859,865,2373,
1,CAPITAL,9F,SAN MARTIN,ESC J DE SAN MARTIN - CERRITO Y GALAN,7,1165,1171,2373,
1,CAPITAL,11C,LAS PALMAS,ESC MUNIC JUSTO PAEZ MOLINA - QUEBRACHO HERRADO Y YAVI,7,1805,1811,2373,
1,CAPITAL,12,AVELLANEDA,ESC MUNIC OSCAR SOTO LOPEZ - LOS ALGARROBOS,7,2160,2166,2373,
12,PUNILLA,153,LA CUMBRE,ESC JOSEFA MARIA BUSTOS - ALBERDI 277,7,5384,5390,2373,
14,RIO PRIMERO,211,MONTE CRISTO,MARGARITA V LUDUEÑA DE LAZO - SARMIENTO 571,7,6379,6385,2373,
14,RIO PRIMERO,220,VILLA SANTA ROSA,ESC PBRO JOSE G BROCHERO - SANTA ROSA,7,6457,6463,2373,
15,RIO SECO,229,VILLA DE MARIA,IPEM 224-LEOPOLDO LUGONES - RECONQUISTA,7,6514,6520,2373,
16,RIO SEGUNDO,239,ONCATIVO,ESC DE COM L LUGONES(IPEM 158) - ONCATIVO,7,6609,6615,2373,
21,SANTA MARIA,331,TOLEDO,ESC PROV JUAN B ALBERDI - TOLEDO,7,7952,7958,2373,
16,RIO SEGUNDO,237,LUQUE,IPEM N° 300 - LUQUE,7,6572,6578,2371,
16,RIO SEGUNDO,239,ONCATIVO,ESC EMILIO F OLMOS - ONCATIVO,7,6616,6622,2371,
5,GENERAL ROCA,63,JOVITA,ESC.PROV.D.F. SARMIENTO - JOVITA,7,4273,4279,2370,
21,SANTA MARIA,331,TOLEDO,IPEM 107 REINO DE ESPAÑA - TOLEDO,7,7959,7965,2369,
23,TERCERO ARRIBA,342,LAS PERDICES,ESC CNEL DOMINGO GAY - SAN LUIS Y GENERAL PAZ S/N,7,8079,8085,2367,
1,CAPITAL,7G,PANAMERICANO,"IPEM 199 ""JUAN EMILIO REMONDA"" - SOSA REVELLO Y 15 DE SEPTIEMBRE 590",7,890,896,2366,
1,CAPITAL,10H,PARQUE CAPITAL,ESC MUNIC DR A DEL CASTILLO - UNO ESQ DOCE,7,1493,1499,2366,
1,CAPITAL,14I,SANTA CECILIA,ESC MAESTROS PUNTANOS - CINCO 25,7,3109,3115,2366,
14,RIO PRIMERO,211,MONTE CRISTO,ESCUELA MAESTRO DOMINGO NOGAL - AV SAN MARTIN,7,6396,6402,2366,
20,SAN JUSTO,282,BRINKMANN,COLEGIO MANUEL BELGRANO - AV SEEBER 317,7,7237,7243,2359,
20,SAN JUSTO,280,BALNEARIA,ESC PABLO JULIO RODRIGUEZ - GENERAL LAVALLE 150,7,7225,7231,2355,
1,CAPITAL,14J,URCA,ESC   REPUBLICA DE PANAMA - TRECE BIS,7,3125,3131,2352,
9,MARCOS JUAREZ,131,LEONES,IPEM N°256-LIB GRAL SAN MARTIN - LEONES,7,5046,5052,2352,
23,TERCERO ARRIBA,340,HERNANDO,ESC GOB J F JAVIER DIAZ - HERNANDO,7,8029,8035,2352,
3,COLON,38,SALSIPUEDES,ESCUELA RECONQUISTA - CERRITO,7,3854,3860,2351,
5,GENERAL ROCA,70,VILLA HUIDOBRO,ESC.PROV.M.BELGRANO - PASCO 327,7,4303,4309,2345,
24,TOTORAL,359,VILLA DEL TOTORAL,IPETYM N° 74 FRAY M ESQUIU - S/C S/N,7,8316,8322,2338,
1,CAPITAL,9A,LA FRANCE,ESC MAHATMA GANDHI - TALAVERA DE MADRID 3261,7,1013,1019,2331,
18,SAN ALBERTO,261,BROCHERO,IPEM N° 344 - BROCHERO,7,6889,6895,2327,
18,SAN ALBERTO,261,BROCHERO,ESC JOSE GABRIEL BROCHERO - MARIANO MORENO 291,7,6896,6902,2324,
